1,00AIVKIDO01487633,195,2020-12-13,2020-12-20,212.6,22387,reduce fuel consumption; change coolant; ,user33
2,00AIVKIDO01487633,243,2021-01-17,2021-02-20,106.3,139603,change coolant; repair shiftable automatic transmission; ,user33
3,00AIVKIDO01487633,246,2021-04-11,2021-05-22,2126,390280,configure audio remote control; change speaker configuration; ,user33
4,00AIVKIDO01487633,104,2021-05-26,2021-06-27,372.05,427720,improve cylinder configuration; fix external temperature display; ,roland
5,00AIVKIDO01487633,261,2021-07-25,2021-08-16,159.45,552034,install smoked glass; adjust hybrid performance; ,user12
6,00AIVKIDO01487633,231,2021-08-17,2021-09-10,1063,562424,change air conditioner refrigerant; ,roland
7,01WR7E2ZMCD216522,193,2021-07-03,2021-07-13,25.72,166449,reconfigure service reminder light; ,user29
8,01WR7E2ZMCD216522,237,2021-07-24,2021-08-10,437.24,282743,change wheel cylinders; reduce fuel consumption; ,user15
9,01WR7E2ZMCD216522,1022,2021-08-13,2021-08-23,128.6,310771,replace stabilizer bar; ,user33
10,01WR7E2ZMCD216522,168,2021-08-24,2021-08-27,102.88,314309,adjust seat belts tension; adjust running boards; ,user15
11,01WR7E2ZMCD216522,267,2021-08-28,2021-08-30,77.16,320114,adjust retractable mirrors; fix power activated release; ,user33
12,01WR7E2ZMCD216522,192,2021-09-13,2021-09-26,77.16,413197,remove oversteer; replace liftgate window; ,user15
13,06XZOKN8UAY309163,234,2020-03-10,2020-03-16,47.08,170246,change coolant; improve cylinder configuration; ,user17
14,06XZOKN8UAY309163,131,2020-06-12,2020-08-05,459.05,1076779,install curtain airbags; correct abs; ,user30
15,06XZOKN8UAY309163,167,2020-08-11,2020-09-07,317.8,1079230,change air conditioner refrigerant; replace tail lights; ,user29
16,06XZOKN8UAY309163,217,2020-09-22,2020-11-24,200.1,1251449,refurbish power steering; adjust regenerative braking; ,user33
17,06XZOKN8UAY309163,178,2021-02-28,2021-03-04,47.08,2230732,repair direct injection system; change oil filter; ,user33
18,06XZOKN8UAY309163,177,2021-03-29,2021-04-17,35.31,2274008,replace radiator core & ac condenser; install parking sensors; ,user33
19,06XZOKN8UAY309163,140,2021-04-21,2021-04-22,11.77,2319475,repair cooled seats; set up satellite radio; ,user29
20,06XZOKN8UAY309163,139,2021-07-17,2021-08-22,376.66,2833460,repair shiftable automatic transmission; fix broken tow hooks; ,user33
21,073HOEWCHAF741925,101,2021-04-08,2021-04-13,134.67,162717,set up gyro sensor; adjust hybrid performance; ,user30
22,073HOEWCHAF741925,191,2021-04-24,2021-06-17,2020,279130,change purge valve; replace stabilizer bar; ,user15
23,073HOEWCHAF741925,250,2021-06-19,2021-06-25,179.56,281726,remove oversteer; ,user17
24,073HOEWCHAF741925,190,2021-07-19,2021-07-31,269.33,536387,adjust climate control; repair seatbelt force limiters; ,roland
25,07TSE0YYIZF380247,135,2020-11-04,2020-11-08,113.14,176483,set up auto-delay headlights; adjust regenerative braking; ,user12
26,07TSE0YYIZF380247,111,2020-11-15,2020-12-02,271.53,208373,remove oversteer; change oil filter; ,user15
27,07TSE0YYIZF380247,103,2020-12-24,2021-05-26,701.46,212840,install separate rear audio; change air conditioner refrigerant; ,user29
28,07TSE0YYIZF380247,1030,2021-06-08,2021-06-25,113.14,258277,install turbocharger; add heated windshield; ,roland
29,07TSE0YYIZF380247,227,2021-07-30,2021-08-03,22.63,423388,install curtain airbags; fix rear defroster; ,user12
30,07TSE0YYIZF380247,255,2021-08-22,2021-08-29,45.26,533194,fix deceleration system; replace liftgate window; ,user17
31,0BT52YYB1L8670257,142,2020-12-02,2021-01-15,5248.11,42914,fix steering damper; prevent fuel pump shutoff; ,user15
32,0BT52YYB1L8670257,257,2021-03-18,2021-03-31,1049.62,402512,replace serpentine belt; fix rear hvac; ,user17
33,0BT52YYB1L8670257,223,2021-06-21,2021-07-08,449.84,1231624,refurbish power steering; replace radiator core & ac condenser; ,roland
34,0EPPRCZZ8NW751990,173,2020-12-19,2021-01-21,957.81,214256,fix a-pillar; install roof spoiler; ,user15
35,0EPPRCZZ8NW751990,254,2021-02-23,2021-03-23,1340.94,252860,fix power activated release; ,user29
36,0EPPRCZZ8NW751990,223,2021-03-25,2021-04-28,1149.38,264828,repair shiftable automatic transmission; upgrade navigation system; ,user12
37,0EPPRCZZ8NW751990,247,2021-05-28,2021-06-02,143.67,552138,refurbish power steering; ,user15
38,0EPPRCZZ8NW751990,252,2021-07-13,2021-08-08,622.58,679565,adjust reverse tilt mirrors; adjust accelerator pedal linkage; ,user13
39,0EPPRCZZ8NW751990,153,2021-08-13,2021-09-12,622.58,736029,replace fuel filter; install curtain airbags; ,user12
40,0I0Q707FJ2E520815,208,2021-04-01,2021-04-06,62.47,192965,install active pedestrian protection system; ,roland
41,0I0Q707FJ2E520815,222,2021-04-20,2021-04-24,15.62,263376,adjust turn signals; ,user30
42,0I0Q707FJ2E520815,1015,2021-04-27,2021-07-18,531,296601,repair cooled seats; ,user12
43,0I0Q707FJ2E520815,220,2021-09-03,2021-09-04,31.24,463087,repair seatbelt force limiters; change steering rack; ,roland
44,0I0Q707FJ2E520815,236,2021-09-09,2021-09-13,15.62,480750,fix external temperature display; adjust hybrid performance; ,roland
45,0I0Q707FJ2E520815,179,2021-09-15,2021-09-26,78.09,489679,reduce blind spot; install separate rear audio; ,user12
46,0K0DP4SDKL0912273,117,2020-10-13,2020-10-20,60.89,262543,improve cylinder configuration; correct abs; ,user12
47,0K0DP4SDKL0912273,1002,2020-11-07,2020-12-17,213.12,418676,adjust regenerative braking; refurbish power steering; ,user29
48,0K0DP4SDKL0912273,157,2021-01-05,2021-01-18,91.34,510754,install active pedestrian protection system; fix power activated release; ,user17
49,0K0DP4SDKL0912273,233,2021-01-23,2021-01-27,121.78,550653,check drive axle boots; change coolant; ,user13
50,0K0DP4SDKL0912273,1029,2021-03-06,2021-03-09,91.34,933976,set up satellite radio; change steering rack; ,user33
51,0K0DP4SDKL0912273,111,2021-03-15,2021-05-26,1887.64,995206,fix broken tow hooks; ,user29
52,0K0DP4SDKL0912273,238,2021-06-10,2021-06-20,152.23,1111798,adjust block heater; replace timing belt tensioner; ,user17
53,0K0DP4SDKL0912273,135,2021-06-25,2021-07-22,274.01,1112275,install intelligent alternator; change air conditioner refrigerant; ,user17
54,0UBBG820VBK445621,1025,2021-05-07,2021-05-08,72.57,124384,set up satellite radio; fix nvh dampening system; ,user33
55,0UBBG820VBK445621,187,2021-05-10,2021-05-23,254.01,141997,install vanity mirrors; adjust running boards; ,user17
56,0UBBG820VBK445621,247,2021-05-27,2021-06-10,108.86,145489,change speaker configuration; configure audio remote control; ,user13
57,0UBBG820VBK445621,218,2021-06-17,2021-06-23,217.72,186370,install vanity mirrors; replace water pump; ,user17
58,0UBBG820VBK445621,258,2021-06-28,2021-07-06,254.01,196031,replace crankcase ventilation filter; change brake linings; ,user17
59,0UBBG820VBK445621,146,2021-07-24,2021-09-03,254.01,401752,fix steering damper; fix rear hvac; ,user33
60,0VWWXBNXE6N897485,218,2020-10-15,2020-10-21,60.4,69901,replace tail lights; fix a-pillar; ,user30
61,0VWWXBNXE6N897485,1024,2020-11-22,2020-11-22,10.07,310382,add knee airbags; configure audio remote control; ,user33
62,0VWWXBNXE6N897485,260,2021-04-02,2021-04-21,130.87,1643847,install smoked glass; replace water pump; ,user12
63,0VWWXBNXE6N897485,147,2021-04-24,2021-06-30,231.54,1647703,configure audio remote control; replace steering column lock; ,user15
64,0VWWXBNXE6N897485,188,2021-08-26,2021-09-04,30.2,2267138,install active pedestrian protection system; replace radiator hoses; ,user30
65,0VWWXBNXE6N897485,259,2021-09-21,2021-09-24,20.13,2440216,refurbish power steering; reduce carbon footprint; ,user30
66,0WPI14P1N3Y139809,126,2021-06-07,2021-06-08,85.13,1457248,change memory settings of the onboard computer; reduce blind spot; ,user17
67,0WPI14P1N3Y139809,124,2021-06-24,2021-07-29,808.72,1545719,repair direct injection system; replace radiator hoses; ,user13
68,0YQVT1ME4G3999928,173,2021-06-07,2021-06-11,54.29,105444,fix ventilated seats; ,user15
69,0YQVT1ME4G3999928,129,2021-07-12,2021-08-01,195.46,189834,configure audio remote control; fix deceleration system; ,user13
70,0YQVT1ME4G3999928,158,2021-08-02,2021-08-06,54.29,191508,change purge valve; ,user29
71,0YQVT1ME4G3999928,258,2021-08-08,2021-08-08,10.86,208823,change timing belt; ,user12
72,0YQVT1ME4G3999928,180,2021-08-18,2021-09-10,217.18,305853,replace tail lights; configure audio remote control; ,user33
73,15G3KHMPQ6Q659826,123,2020-12-12,2021-04-11,1946.11,58046,fix a-pillar; ,user33
74,15G3KHMPQ6Q659826,211,2021-05-03,2021-07-17,1500.13,224875,remove oversteer; replace stabilizer bar; ,user13
75,15G3KHMPQ6Q659826,227,2021-07-30,2021-08-11,445.98,370157,adjust block heater; fix solar sunroof; ,user13
76,15G3KHMPQ6Q659826,119,2021-08-14,2021-08-25,445.98,387753,replace stabilizer bar; fix a-pillar; ,user29
77,15G3KHMPQ6Q659826,135,2021-08-31,2021-09-07,162.18,444599,replace ace filter; replace crankcase ventilation filter; ,user30
78,1DQL1LHOWDJ517215,177,2021-01-26,2021-02-03,64.23,47109,fix broken tow hooks; replace water pump; ,user12
79,1DQL1LHOWDJ517215,1008,2021-04-04,2021-04-09,38.54,264799,adjust running boards; ,user13
80,1DQL1LHOWDJ517215,224,2021-05-20,2021-06-01,12.85,720210,install roof spoiler; change steering rack; ,user15
81,1DQL1LHOWDJ517215,114,2021-07-28,2021-07-30,25.69,1266546,repair seatbelt force limiters; reduce carbon footprint; ,user29
82,1DQL1LHOWDJ517215,260,2021-08-01,2021-08-04,25.69,1271662,install intelligent alternator; replace fuel filter; ,user12
83,1EF7NFU0EUT973245,224,2020-11-13,2020-12-09,372.7,73094,replace radiator core & ac condenser; replace radiator hoses; ,user17
84,1EF7NFU0EUT973245,251,2020-12-13,2021-02-01,807.51,109188,fix steering damper; change oil filter; ,user12
85,1EF7NFU0EUT973245,222,2021-02-08,2021-02-11,62.12,179889,improve engine performance; upgrade navigation system; ,user13
86,1EF7NFU0EUT973245,170,2021-02-18,2021-03-07,248.46,259068,upgrade navigation system; replace radiator hoses; ,user17
87,1EF7NFU0EUT973245,264,2021-03-21,2021-03-28,31.06,348692,fix rear defroster; ,user30
88,1EF7NFU0EUT973245,119,2021-04-11,2021-04-17,186.35,436154,fix rear hvac; fix rear defroster; ,user12
89,1EF7NFU0EUT973245,1001,2021-04-19,2021-04-30,186.35,459703,adjust turn signals; refurbish power steering; ,user33
90,1EF7NFU0EUT973245,163,2021-05-22,2021-09-08,2702.04,523678,fix nvh dampening system; ,user13
91,1FU8E0GMYMW270793,225,2020-05-09,2020-05-10,26.54,61043,configure audio remote control; adjust ignition timing; ,user12
92,1FU8E0GMYMW270793,1008,2020-07-28,2020-09-05,345.08,785070,fix sunroof; adjust regenerative braking; ,user13
93,1FU8E0GMYMW270793,191,2020-09-07,2020-09-21,318.54,798566,add knee airbags; replace brake pedal spring; ,roland
94,1FU8E0GMYMW270793,174,2020-10-13,2020-10-21,238.9,965804,install dusk-sensing headlights; adjust regenerative braking; ,user30
95,1FU8E0GMYMW270793,197,2020-10-23,2020-11-08,212.36,970370,change oil filter; replace liftgate window; ,user17
96,1FU8E0GMYMW270793,225,2020-11-16,2020-12-11,132.72,978184,install anti-theft alarm; change brake linings; ,user33
97,1FU8E0GMYMW270793,139,2021-02-22,2021-08-09,2681.03,1619087,fix a-pillar; adjust block heater; ,user15
98,1NGZ4FLKC0Y272420,107,2021-06-08,2021-06-09,11.36,72873,check drive axle boots; adjust retractable mirrors; ,roland
99,1NGZ4FLKC0Y272420,232,2021-06-15,2021-06-19,45.42,76596,replace ace filter; replace stabilizer bar; ,user12
100,1NGZ4FLKC0Y272420,135,2021-06-25,2021-07-05,22.71,119666,reduce carbon footprint; install turbocharger; ,user13
